,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
165,bombenangriffen,münchen,worte,finde,dafür,krieg,ichbinsophiescholl,reizen,renée,reneesintenis,remppis,remilitarisierung,religiös,rektor,rekrutenausbildung,rekonstruierbar,0003,reparieren,reisevorbereitungen,reiseroute
166,sirenen,dächern,unklar,trianomedien,anflug,bieten,fliegeralarm,losgehen,sirene,luftschutzbunker,allerdings,alle,bomben,schutz,keller,bedeutet,videoaufnahmen,stehen,schwarzweiß,bildquelle
167,gehe,routinen,gestern,zurück,tag,faule,hierzusein,hasse,verfolgen,mittagspause,aufheitern,typisch,meistens,gestärkt,17,täglich,schluss,30,größer,spreche
168,hart,geschwister,gezögert,quatsch,telegramm,fand,kleid,sekunde,unterstützung,unheimlich,gefahren,sauer,inge,wusste,bringe,münchen,montag,russischen,brauche,mich
169,wörterbuch,vokabeln,wörter,motivieren,anfängt,kyrillische,russischlernen,russisches,zavodila,alphabet,kyrillischesalphabet,präge,entziffern,kümmere,büchern,beigebracht,mensch,guten,gebrauchen,jemand
170,brücke,alptraum,gefahren,fritz,explodierte,totale,platten,alpträumen,überlebt,unwissenheit,realen,antwerpen,panne,flog,aufgewacht,beginn,wagen,hintergrund,schrecklichen,wünschte
171,fabrikarbeit,dauerhaft,vorstellbar,ausgebeutet,weiterarbeiten,rücken,rückenschmerzen,schuften,essensrationen,ostarbeiterinnen,knappe,feierabend,verdammt,körperlich,durchhalten,weh,echt,mussten,schwer,jahre
172,helfen,professor,muth,abzulenken,schief,kriegszeiten,krankgemeldet,unglücklich,fabrikalltag,russischwörterbuch,haussegen,mittagspausen,alltagsroutinen,zerstörung,mitkam,familie,code,lichtblick,unterstützern,fürchterlich
173,stark,schreiben,gefängnis,hocherhobenen,entsprechend,hauptes,monat,umständen,gebrochen,vater,worten,strafe,wenig,egal,fabrikdienst,müde,guter,nimmt,mut,stolz
174,heimweg,ulm,oberteil,taschen,dunkle,ausgetreten,gekostet,gelaufen,weißes,rock,dunklen,uniformen,video,mädchen,abitur,verblendet,schuhe,kleiner,dagegen,bdm
175,arbeitstag,affe,stunden,wochentag,stumpfsinnig,eintönig,schichtdienst,arbeitszeiten,fabrikarbeit,zehn,feste,tauschen,bauernhof,dienst,zwangsarbeiterinnen,wahrscheinlich,wenigstens,lust,verlassen,meint
176,buch,stefan,zweig,rechte,hansi,unterscheiden,miniaturen,geschichtsstunde,sternstundendermenschheit,sternstunden,systematisch,jude,fiktive,historische,stefanzweig,gutebücher,angelehnt,rechtlich,nürnberger,gesetzen
177,flugblätter,unsichtbar,ergebnisse,gleise,sprengen,anregen,reichen,deswegen,jung,züge,umso,veränderung,hansihirzel,rollen,luft,wichtiger,verstehen,beginnt,gern,besten
178,kartoffelsalat,mahlzeit,kartoffel,mayonnaise,lieblingskartoffelgericht,saure,sahne,möglichkeiten,anstelle,mittagspause,mitgegeben,mehl,körperlich,hunger,guten,essen,arbeiten,viele,macht,inge
179,freudentanz,besuchen,morgen,arbeitstages,beschwingt,energie,freu,vater,durchs,langen,tanzt,wohnzimmer,trotz,glücklich,dürfen,tanzen,sogar,fabrik,gefängnis,text
180,code,früh,abgearbeitet,routine,vorn,adressliste,aufstehen,pustekuchen,wichtiger,möglich,versteckt,adressen,muths,erreichen,schlafen,genug,bett,arbeiten,weiße,tun
181,gefreut,tag,total,stumpfsinnige,grausamen,verschließt,besuchserlaubnis,abgesagt,begründung,riesig,affe,naja,verblendet,dran,realität,sieg,überzeugt,immer,aktiv,friedrich
182,kummer,gefunden,macht,normalerweise,geirrt,vertieft,fotoalbum,betten,fegt,uhrzeit,trinkt,muttertochter,küche,still,verbergen,altes,unterstützung,hört,bevor,tee
183,verkürzt,wurde,dienst,fabrik,grinst,fabrikstruktur,fabrikleitung,elende,herbststrauß,gebrüll,lacht,schichtende,pflücke,geladen,freude,baumkronen,maschinen,kanns,verblödete,tages
184,fabrik,freiheit,abtransportiert,schäden,barbarisch,harter,verlasse,wird,freiheiten,ludtka,unfrei,jemals,fremden,arbeitsdienst,zwangsarbeit,gezwungen,endet,dienst,heimat,studieren
185,geburtstag,gesund,vermisse,komm,zurück,persönlich,szenen,hochleben,hans,schneller,gratulieren,heute,zusammenschnitt,spürt,momente,vielen,zumindest,schönen,fest,geschwisterliebe
186,spätsommer,schwimmen,wasser,erwachsenen,nass,planschenden,spring,spritzen,lauschen,entspannenden,schwimme,quietschen,flussufer,kalte,isar,fröhlichen,ufer,sequenz,öfter,wach
187,bach,beethoven,otl,inge,brief,früchte,hineinlesen,romantisches,ichbinsopiescholl,birnbaum,birnbäume,zuhörenden,unterschiedlich,philosophieren,beispiel,otls,angeht,beruhigt,erreicht,hängt
188,regelschmerzen,zyklus,periode,krankgeschrieben,schonung,schmerzmittel,brauchten,wunderwerk,weibliche,verständnis,schulzeit,gerecht,königin,menstruation,schmerzen,wärmflasche,erleben,weiblichen,starke,ärgern
189,route,reise,gewöhnlichen,knöpfe,gestalt,danke,nachweisen,tipps,unverdächtigen,reisepläne,orte,benutze,kennenlernen,anstelle,ungefährlich,vorfreude,anlass,markieren,legen,aussehen
190,zukunft,mitbestimmen,jedestimmezählt,wählen,kinn,abgestützt,behandelt,wunderbar,nachdenklich,regiert,zigarette,rechte,blickt,namen,gleichen,seite,hand,nimmt,zug,schaut
191,lichthof,politik,traum,steht,geistern,vereinigt,selbstverständlich,vereinten,visionen,linse,naiver,sterne,hans,drehen,klugen,heute,länder,friedlich,boden,gäbe
192,endlich,ablenkung,vertragen,beschlagnahmt,überraschende,kommende,rüstungsdienstes,woche,mutter,geplant,kummer,otls,leider,versteht,gelesen,gefeiert,vermisst,inge,gefreut,geburtstag
193,bauernhof,könnten,hausamsee,hühner,zweiertruppe,umgeht,farm,anstellen,grünen,hühnerfarm,ja,bräuchte,tieren,zulegen,beenden,richtigen,militär,träumt,schluss,dauern
194,rüstungsindustrie,fabrikdienst,propaganda,osteuropa,ost,animiert,aufnäher,typische,schlechtes,kleidung,jedenfalls,gewissen,aussehen,erkennen,spaziergang,plakat,zukunft,zwangsarbeiterinnen,tragen,akg
195,gedanken,frei,strophe,überlege,kerker,dritten,finsteren,bedeckter,sperrt,vergebliche,schranken,ein,faust,entzwei,lied,zerreißen,mauern,wolken,vater,spielen
196,flöte,sache,verschweige,streitpunkt,klavierunterricht,angetan,augenrollen,sowieso,ebene,nachdenke,verbindet,distanziert,blöd,spielen,haushalt,musizieren,böse,ganz,inge,diegedankensindfrei
197,klavier,flöte,inge,blockflöte,flötistin,stufen,spiele,spielt,musizieren,tauschen,rollen,diegedankensindfrei,draußen,sitzt,gefallen,frei,obwohl,weihnachten,gedanken,eigentlich
198,ständiger,fritz,sowjetunion,darüber,schreibt,einfach,strecke,schlacht,kriegsgefangene,hungert,grauenhaft,kilometern,gegenüberstehen,gewählt,töten,bereitschaft,unnötiges,genaues,zeitungsschlagzeilen,erschießt
199,flöten,generalprobe,loch,auftritt,gefängnismauern,rausholen,vater,dicken,gehts,eben,letzter,diegedankensindfrei,hört,gefallen,hand,meint,schreiben,los,gemacht,passiert
200,schäferhund,sicherheitsmann,flötenspiel,aufregend,auftritt,heimweg,freut,spätestens,gelacht,flöte,langsam,diegedankensindfrei,gefreut,gefallen,gehört,schönen,finden,raus,ganzen,hause
201,loslegen,melancholisch,knüpfen,sammeln,zukommt,genutzt,ulm,grübeln,vorne,umsonst,monat,schließlich,komm,hansihirzel,dahin,drucken,unterstützer,gewinnen,kontakte,krieg
202,üben,flötenkonzert,friedlichen,schallen,hieß,gefängnismauern,grad,leider,kleines,dicken,sehne,bloß,nähe,gemeinsamen,unheimlich,inge,immerhin,scheint,nämlich,gegeben
203,zeitung,frankfurter,vater,kopf,lachend,behalte,redakteure,frankfurterzeitung,lesend,journalistin,rauskommt,einfluss,stimme,ausland,in,nutzen,blatt,platz,tochter,lese
204,mutter,besser,hustet,schwach,notizen,geht,frischen,wichtiges,wehren,sag,versteck,gekocht,gucken,verstecken,regelmäßig,dennoch,inge,zusätzlich,tee,bücher
205,bauen,holz,stalingrad,winter,russland,stadt,fritz,abgebrannt,obdachlos,winterquartier,minustemperaturen,reingefahren,anfangs,unterkünfte,flüchtlinge,erdbunker,tausende,nahrung,abgebrochen,hieß
206,hase,beigen,schlachtung,steigen,schlachten,abwechslung,angehende,hasen,respekt,biologin,kriegsessen,mäuschens,willkommene,geschmacklosen,unschuldigen,absurde,küchentisch,fleisch,anblick,tier
207,mutlos,einsam,macht,belasten,kombination,zusammenreißen,besprechen,selber,jemanden,schlechte,gehts,seid,zusätzlich,brauche,reden,dinge,genug,vervielfältiger,weiße,sorgen
208,vervielfältiger,donau,fluss,hansi,sollen,gehen,hätte,stadtmauer,gepäckträger,nahaufnahme,schwenk,jungs,tauben,tauchen,gefieder,vorwürfe,ulm,angesprochen,geworfen,unvorsichtig
209,hoffnungslos,animation,fehler,auffliegen,endete,versinkenden,schlingarmen,unheimlichen,meereswesens,erschöpft,donau,gezogen,unten,plan,grund,pause,wasser,ständig,fabrikdienst,müde
210,donau,konnte,erlitten,zunehmend,erhellen,verschlimmern,rückschlag,zusprechen,geworfen,kämpfen,weiteren,hoffnung,langsam,post,grund,situation,stimmung,gern,scheint,besorgen
211,müde,macht,unruhe,schrecklichsten,gedankenstrudel,ausbrechen,schuldig,geht,kreisen,unruhig,sorge,taten,gut,schlaf,themen,unheimlich,schlimmer,fragen,verbringen,habt
212,nationalsozialisten,müssen,otl,glaube,mitbringen,neuemitglieder,erschrecken,fahrkartenkauf,anschließen,gastgeschenk,adresse,lehnt,zuverlässig,vertraue,richtige,gezeichnet,seltsam,möchte,erzähle,vertrauen
213,reisen,fahrkarten,angeben,letztem,furchtbare,gastgeber,familienmitglieder,anzutreten,abreise,private,versteigert,eigentliche,reichsbahn,koffern,benutzt,übriges,gründe,maximal,munition,transportieren
214,schwager,karten,abgenommen,eingestuft,familienbesuchen,verkäufer,unterschätzt,spe,werdet,ungefährlich,vorteil,junge,fahrkarten,schönes,fragen,zug,oft,erzählt,oh,gefühl
215,lief,großepläne,freudentanz,wild,tanzt,ausgelassen,plan,guter,wohnzimmer,glücklich,tag,wirklich,sophie,heute,bildbeschreibung,ichbinsophiescholl,reisevorbereitungen,religiös,renée,reiselust
216,gottvertrauen,mutter,kinder,schnell,familienmitglied,erholt,füßen,pflege,wechseln,gesundheitlich,gebetet,mädchen,magen,probleme,muttertochter,haushalt,gelernt,kümmern,vertraue,trost
217,gleichen,tanzen,fritz,offiziersanwärter,5jahre,tänzer,selten,wachsen,distanz,verliebt,her,kennengelernt,ginge,meinliebster,vielen,16,schafft,schicken,20,zeitpunkt
218,müssen,bald,antriebslos,aufbauen,vorwand,starte,rundreise,geendet,kehrte,zurückzulassen,woche,losgehen,tatendrang,riesiges,furchtbar,krank,bricht,netzwerk,begann,perfekte
219,verwüstet,codes,hilf,unterlagen,karte,fliehen,durchsucht,adressen,muths,zweiten,buch,gefahr,zimmer,finde,oh,gestapo,gott,bild,ichbinsophiescholl,remilitarisierung
220,versteck,stadtrand,essbares,mist,wahnsinnig,ecke,pocht,wisst,richtung,vielleicht,feind,laufe,dauern,straße,hängt,wächst,wald,gerade,wunder,essen
221,dank,erleichterung,sei,gott,mutter,geht,glück,gut,tag,absoluten,weggeschickt,spionieren,übrig,allerbeste,aufzeichnungen,gottseidank,langem,salat,irgendwas,geredet
222,heile,welt,kleine,gründen,tagtäglich,schollgeschwister,band,unterschiedlicher,zukunftspläne,hausfrau,redet,wege,ist,wüsste,eigenen,immer,heiraten,erwachsen,eigene,eben
223,ärgern,schwestern,mehr,innerlich,akzeptieren,stibitzt,nervige,genervt,isst,reagiert,küchentisch,video,teller,honigbrot,gelernt,gucken,böse,schicksal,inge,sitzt
224,honigbrot,zucker,zutaten,neues,inge,macht,sternanis,weißer,scheibe,zimt,honig,brauner,fertige,natron,teller,backen,mehl,filmt,schließlich,stück
225,geheimnis,dickköpfen,geheimnisse,plänen,wild,wüsste,gut,inge,ausgelassen,stimmung,miteinander,wohnzimmer,komme,neues,lieben,wär,raus,tanzen,besonders,geschwisterliebe
226,dachte,bekommen,tasche,lauf,nahm,super,bewahre,regeneriert,positiven,herrscht,blanker,panik,woche,aufzeichnungen,jedenfalls,begann,getragen,finger,post,leutenberg
227,gefängnis,vater,haft,lebhaften,ausrufen,grinsen,unverbittert,rausspaziert,szenarien,hättet,vorsichtigen,unbeschwertheit,zuhören,trüben,badezimmer,gleichgesinnten,begegnungen,wirkt,vollkommen,chor
228,konvention,genfer,regelwerk,weltkrieg,blatt,erhalt,erarbeiten,wütender,völkerrecht,weiterbringen,schärfste,friedens,genferkonvention,wiedergewonnene,gedrückt,briten,unterzeichnung,zukünftige,aufgeregt,runde
229,alleine,reisevorbereitungen,anhalter,per,tagen,reise,fahren,diesmal,ingeundotl,reizen,späße,streitereien,räum,verreist,höchste,peranhalter,schlammere,älter,remppis,sicherer
230,feldpost,nochmal,brief,gefühlte,schwung,ewigkeit,post,davor,egal,frage,glücklich,reise,dachte,los,unterwegs,kraft,kam,besser,lange,gibt
231,fritz,freiheit,fliegen,manchmal,ausmachen,verlängert,_s_fischer,kämest,mußt,beisammen,bedürfnis,gestöbert,abnehmen,liebesbriefe,soweitweg,lest,324f,kiste,zitat,liebesbrief
232,inge,stütze,welt,leben,büglerin,erfolgreiche,geschäftsfrau,hervorragende,alltagssituationen,älteste,spiel,allergrößte,liebevolle,einweihen,videos,vereinbaren,backen,ehefrau,zusammenschnitt,verschiedenen
233,baden,route,elsaß,offenburg,münster,gespannt,stuttgart,karlsruhe,freiburg,muth,ulm,treffen,otl,ausschließlich,sichere,adressbuch,reiseroute,ausgetüftelt,eindrücke,potenzielle
234,stuttgart,endlich,ausgang,lebendiger,wecken,stoppen,befreiendes,200m,klärt,weiterkommen,richtigen,adresse,zugfahrt,bauchschmerzen,bahnhof,verbündete,erster,entfernt,gefühlt,pause
235,gespräch,schwaben,handschuhe,nette,karlsruhe,baden,vorsichtig,schnell,frau,reisenden,musste,aussteigen,loszulachen,reisegefährtin,gelegenheiten,nett,fahr,strickte,dame,verdrehte
236,voller,vorfreude,widerstand,baden,studentin,süddeutschland,spendabel,déjà,fahrenden,freudestrahlend,bluse,lebensweg,vu,anders,zuges,zugesteckt,tatendrang,gästezimmer,ahnen,wehen
237,baden,wiederseh,gutgehen,fürchten,woche,zugesichert,unachtsamkeit,halbe,gefährden,schrecken,bisher,offenburg,karlsruhe,münster,ewigkeit,mittwoch,aktiv,unterstützung,dennoch,freiburg
238,nächsten,reise,trotzdem,zögerlich,wahrer,erklärt,zehrt,türöffner,neuebekannte,gastfreundschaft,zugetan,hauptziel,öffnen,klartext,ausgesprochen,menschen,umgebung,name,gästezimmer,bestärkt
239,ständig,reise,neue,kräftezehrend,orientieren,neu,schaffner,nacken,auszupacken,kontrollieren,ausfindig,donnerstag,fahrkarte,anstrengend,mitmachen,lohnt,offenburg,mal,versuche,karte
240,grafeneck,erzählt,einrichtung,frau,ermordet,familie,schwester,letzten,hätte,durchgeführt,angeblichen,verstorbenen,kollegin,natürlichen,durfte,lungenentzündung,gearbeitet,morden,schloss,entrüstet
241,held,otl,tausend,schlau,ruhm,schläft,empathie,rausfinden,waschen,pensionswirtschaft,oben,zeichnet,gegessen,selbstbezogen,heute,na,zweites,helden,unten,satz
242,ewig,geredet,freundschaft,schätzt,männern,keinehelden,philosophiert,versichert,zwingen,hundertfach,saßen,aufgebaut,wach,stütze,lagen,selbstbezogen,schätze,wirtschaft,mitmachen,schade
243,reise,otl,zeit,km,bequem,zukünftigerschwager,épinal,vertreibt,setzen,wecker,habs,gebirgspass,70,umstieg,wollt,bahnfahrten,womit,verpassen,umsteigen,schlafe
244,otl,schlendert,tollen,interessant,zerstören,kommts,charakter,redet,meistens,filmt,wald,albern,irgendwann,literatur,erzählen,ingescholl,politik,otlaicher,raus,spricht
245,verheiratet,jüdin,jüdischen,überraschung,inge,beziehungen,heimlichen,geheime,privatangelegenheit,paare,zwangsarbeitern,überzeugen,geführt,liebschaft,bestraft,großeschwester,gestellt,schwierigkeiten,geheimnisse,geliebten
246,denkt,kommt,geiste,gelandet,verheimliche,verbündeter,hinweis,überwältigt,verschlafenen,ratet,rat,rose,leisten,zelten,aufregende,geliebten,ordnung,elsaß,hinten,kleiner
247,werner,hans,erfahren,zeit,ungebrochen,springt,zusammentreffen,zusammengeführt,verachten,unwahrscheinlich,geschmiedet,schulter,gepäck,weiten,glücklicher,armen,honigkuchenpferde,grinsend,mai,länger
248,ertragen,gehört,hitler,krieg,berichten,rundfunkgerät,schuld,empfänger,schallt,ausrottung,eingeschaltet,meinten,nichtsein,verfahren,hans,haben,küche,stimmt,grausam,hoffnungslos
249,nacht,umgesiedelt,bilddokumentation,deutschlands,9november1938,wahnsinn,synagoge,bürgerlichen,hass,andauert,tödlicher,brannte,beraubt,gedemütigt,geschäfte,menschen,ulm,bedeutung,wussten,sicherer
250,gealbere,allerbesten,weichen,zwischendurch,drücke,umarmungen,weisserose,aufheitern,nerven,komisch,erwachsene,ablenken,gefragt,nähe,straße,sekunde,verhalten,vorhin,genieße,geschwistern
251,hans,ernster,herum,wohnungssuche,albern,münchen,ach,nah,spaß,brauche,finden,geschwisterliebe,hansscholl,wohnung,hoffentlich,trotzdem,text,zusammen,lange,bild
252,halt,durchatmen,familie,fast,goethes,singspiel,gedicht,füreinander,insel,zeile,heimeligkeit,lila,feiger,heilsam,öfter,voneinander,person,einander,familienmotto,schweren
253,unterkunft,aufbruch,wohnungssuchemünchen,bewohnbar,schlafsäcken,schlafsäcke,eingepackt,stiefel,bezahlbare,jacken,bombenangriffen,gepackt,koffer,herrlich,villa,freie,wohnungen,fehlen,minute,leichter
254,kartenspielen,gemeinsames,zusammensein,vereint,ausgelassenheit,geschenk,seht,geschwisterscholl,samstag,stunde,urlaub,wernerscholl,ingescholl,bekommt,dankbar,wiedersehen,zeiten,fehlt,früher,wann
255,all,fast,schlechtere,glücks,rauben,vollständig,begannen,tanken,letztlich,wohlauf,familie,riesig,gottseidank,beistand,angefühlt,losgelassen,überraschend,menge,aufsaugen,koffer
256,abend,münchen,gestern,endlich,gewohnt,seltsamste,offener,mäßig,eigenständige,liebes,maximiliansplatz,kellerboden,brienner,atmen,nationaltheater,übergangsweise,ja,familie,brunnen,sowie
257,atelier,arbeit,eingerichtet,modernen,hergerichtet,schreibmaschinen,rundgang,prachtvoll,arbeitsplatz,arbeitsort,zauberei,stürzen,schreibtische,geschlichen,schlüssel,vervielfältigungsapparat,riesigen,verraten,abwarten,stunde
258,konzert,wirklich,schwärmerei,schäme,getanze,lesung,wichtigeres,hingezogen,gelben,deckenlampe,tanzenden,wein,dumme,vernünftig,bleibe,schein,enge,studentenleben,an,animierte
259,atelier,paar,ungemütlich,kaufe,organisieren,wohnraum,klappere,feldbetten,zimmerfrei,aushänge,schlafplatz,hans,kalt,kirchen,ewig,länger,kümmere,bombardierungen,zerstört,auffällig
260,soldaten,sieht,ostfront,russland,alex,aufzunehmen,mordende,verwunderlich,kameras,andermal,kontrolliert,propagandabilder,winterfest,positive,gelaunte,angehalten,kannte,kalt,zivilisten,videos
261,daumendrücken,universität,üppig,günstig,drückt,daumen,wohnungsnot,wohnungssucheinmünchen,hinterhaus,einziehen,studentenbudget,viertelstunde,häuser,besichtigung,studentenleben,schwabing,lage,bombardierungen,zerstört,wohnungen
262,feiern,traute,tanzen,wohnung,neue,zugucken,hans,wein,sowas,eng,enge,tänze,anlass,weiß,trinken,vertraut,nicht,wohnungssuche,grund,graf
263,inspiration,kunst,entartetekunst,besteaussicht,aufwachen,geyer,aufhängen,täglicher,wilhelmgeyer,wilhelm,geeignet,demnächst,domizil,neueszimmer,entartete,einrichtung,wänden,wetter,verrät,himmel
264,gar,lädt,tageszeit,wohngemeinschaft,zurückzuziehen,einquartiert,lauten,sage,abends,mal,mindestens,merke,langen,lustig,schlaf,vorhin,gelegt,nächte,auszeit,lernen
265,entscheidungen,fritz,winter,stalingrad,schickt,flott,aberflott,könnte,einmischen,wunsch,albträumen,gekämpft,einzuwirken,befugnis,politischen,befehlen,ja,fronturlaub,hauptmann,berufssoldat
266,heimgekommen,wechselbad,woche,unversehrt,wunderschöne,angeschlossen,gefühle,getan,lachen,hamburg,dankbar,verteilen,feiern,beste,nachricht,fährt,früher,tanzen,gemeinsam,willi
267,studium,berufsverbot,ausbildung,kriegsende,arbeiten,wohnung,geldsorgen,steuerberater,unverschämt,notfalls,hinblick,baldige,ergibt,verdienen,wirtschaftsprüfer,buchhalter,finanziert,unterbrechen,schlag,kindergärtnerin
268,katholik,saarbrücken,willi,schwester,medizinstudent,umtriebe,lieblingssport,engagierter,bratsche,antworten,derneue,verweigert,ministrant,fechten,verstockt,bündischer,chor,gestellt,singt,spielt
269,rotwein,vorhin,hans,arbeiten,willi,atelier,unerschrocken,begleiter,halbem,geheimrezept,meiden,vorbeigeht,wofür,setze,erheitern,ständigen,entwürfen,kehrtgemacht,aufgelöst,spurlos
270,dieweißerose,details,offen,widerstand,erfahren,kenne,gesprochen,hansscholl,nie,gestern,glaube,hans,ichbinsophiescholl,richtiger,reist,remppis,remilitarisierung,religiös,rektor,rekrutenausbildung
271,verstehe,lassen,willi,seit,geschirr,benutzte,ausziehen,unordnung,männersocken,nirgends,stuhl,mitkommen,wg,socken,besprechungen,rumliegen,aufräumen,aushalten,sorgt,könnt
272,klingt,brief,fritz,zwei,bekommen,wochen,afrika,eingeflogen,einfriert,abwehrschlacht,graben,abgeschnitten,eingeschlossen,feindliche,umrüstung,beobachter,planung,überlegenheit,versorgung,verlegung
273,kam,gar,skeptisch,anstrengende,teilweise,arbeitsverbot,frechheit,beziehen,vermeiden,heiteren,saustall,neigt,hinterlassen,größten,schlag,schlechte,komm,beobachtet,fritz,post
274,brote,rolle,schmiert,rollenverteilung,schmalzbrot,gedrängt,schnittchen,aktive,esse,beschäftigt,position,aufräumen,arbeite,ausgeschlossen,völlig,essen,denen,komme,ganze,sitzen
275,professor,schüchtert,belesener,leibnizvorlesung,rose,älter,leibniz,vorlesung,kurthuber,begeistert,genommen,idee,weniger,unterstützt,wort,gefallen,reden,philosophie,frage,ernst
276,vermieterin,partei,atelier,wohnung,parteiabzeichen,eile,stolzes,ungefragt,mitteilen,vermieter,besorge,fallen,versehen,druck,gelassen,nette,warnen,boden,witwe,lag
277,anerkennung,akzeptanz,zusammenzuarbeiten,geschaut,strang,wäsche,blöd,einsatz,gelohnt,nervt,ganz,allein,ziehen,schaffen,nimmt,hilft,mut,ernst,genug,gemeinsam
278,denen,erschießen,daherkäme,pistole,tue,scheinen,mutig,entschlossen,verändern,zweifel,männer,eben,möglich,plötzlich,scheint,stark,mut,kennt,weit,tage
279,flugblätter,glaubt,gesagt,inge,dahinter,preis,dritt,abbringen,verplappert,strahlen,ausgestiegen,halbe,problem,beschützen,verteilt,angesprochen,steckt,umso,schöner,ewigkeit
280,konzert,musik,abend,richtig,gesessen,ungestörte,geglaubt,erwähnt,wohin,versehen,gekocht,konzerte,lang,geredet,gelacht,schützen,inge,erzählen,mehr,gehört
281,hoffe,schlauen,riesige,ladung,geklaut,beitragen,waghalsige,zuwachs,vorräte,geschätzter,angeschlossen,aktion,gut,bloß,gebrauchen,auszeit,inges,getan,besuch,nimmt
282,traute,morgen,wurst,wiederkommen,leuten,gesucht,ärgert,polizei,zugfahrten,unerlaubte,entspannt,interessiert,lebensmittel,beschäftigt,fleisch,weiß,kleines,rest,verabredet,fahrt
283,briefmarken,warum,krieg,lass,trauerfeier,ausrichten,deckmantel,verschwendung,vortäuschen,heil,aufhören,weinen,wert,enden,reine,trauer,überstehen,liest,verloren,tod
284,briefmarken,brunnens,parteianstecker,situationen,getrocknet,postamt,stadtbummel,absichten,unwohl,abzeichen,freundlicher,con,worldfilmheritage,jacke,gegrüßt,ansehen,weltfilmerbe,verstellt,wittelsbacher,merken
285,falk,harnack,chemnitz,alex,kapelle,getroffen,hans,klebezettelaktionen,arvidharnack,rote,freundeskreisen,staunen,aufgeflogen,unterschiedlichen,neuerkontakt,falkharnack,menschen,zusammenarbeiten,september,1933
286,schlüssel,gewartet,uhr,tür,ungewollten,studentenbude,gewundert,wohnungsschloss,schusselig,schussel,brrr,probiert,durchgefroren,eingefallen,siebhirn,erkältung,wärmflasche,ausgetauscht,aufzumachen,nachttisch
287,mode,traute,winter,hamburg,atelier,gleich,flugblätter,umändern,beklagen,anregungen,illustrierte,schwört,verschollen,schulkameraden,kleiderpunkte,lesekreis,da,einsetzen,flamme,zuverlässig
288,gewohnheit,kirche,bete,gottesdienste,regelmäßigen,advent,guttun,gottesdienst,trauerschlaufe,besinnen,besinnlichen,adventszeit,abendbrot,besinnung,kaiserplatz,auszeiten,st,ursula,katholische,gottes
289,flugblätter,denen,anvertraut,verschicken,aufgetrieben,untätig,heimatstadt,ideen,menge,diskutiert,diskussionen,hergestellt,kontakte,freunden,briefmarken,alten,hamburg,wort,verbracht,land
290,geld,grimminger,unterstützer,wissen,niemand,beiden,frau,reichsmark,jennygrimminger,finanzierung,zurückgekommen,polen,verschlossen,eugengrimminger,ausgegeben,knapp,zugesichert,jenny,gehofft,informationen
291,fritz,fleck,brief,kleinen,rätsel,verdun,besetzt,fürchtet,vorwärts,weihnachtspäckchen,fällt,erdbunkern,briefeschreiben,alledem,lage,kämpfen,gewissen,schlechte,zweites,erreicht
292,schmetterling,leichtigkeit,traumdeutung,traum,sorgen,faser,schonmal,träumereien,körpers,verwandelt,gegrämt,flügeln,davonflattert,prüfungen,verwandlung,starten,ablegen,ernsthaft,bevorsteht,semester
293,geheimsprache,belauschen,vorsichtiger,aufregend,codes,erfolgreich,gezogen,liebsten,sachen,ab,niemand,wohnung,atelier,wäre,gestern,müssen,widerstand,mehr,ichbinsophiescholl,remilitarisierung
294,müssen,aufzufliegen,eingehen,tief,vorplanen,risiko,risiken,vorsichtsmaßnahmen,preisgeben,gelassener,vermeidbaren,untergestellt,gestärkt,vorbereiten,weitermachen,weiß,gut,verhört,durchatmen,verhaftung
295,geräumt,kosten,unachtsamkeit,dicht,verstand,weiterzumachen,fersen,hoffnung,verlieren,bringt,gefährlich,frage,all,dürfen,kopf,arbeiten,hause,ende,angst,letzte
296,deutschen,deutschland,kommen,auslandspresse,britische,schulden,verschleppt,aufschrei,dailytelegraph,gestützt,wahrhaben,gibt,amerika,nationalsozialistische,protest,großbritannien,behandlung,weihnachtswunder,weiß,regime
297,vöglein,brief,fritz,gesehen,schreibt,fluchtartig,resten,transportflugzeug,schützenlochs,vergnügt,rand,beschlüsse,bataillon,zusammenstellen,briefträger,gruß,flugplatz,piepste,fahrzeugen,räumen
298,masken,alarm,keller,sicher,mucks,schellt,bunker,gasbomben,dezember1942,beunruhigter,miterlebe,fehlalarm,volksgasmaske,gewöhnen,luftschutzbunker,sirene,luftalarm,heißt,abwarten,fremden
299,weihnachten,heimreise,vor,haufen,vergeblich,kartenverkäuferinnen,familie,ulm,luftalarm,christbaum,chance,plätzchen,klappt,geworfen,anhalter,weihnachtslieder,dagegen,heimfahrt,klavier,überstehen
300,fahrkarten,weihnachten,schon,aufgemacht,aufgehalten,geschmückt,nachmittagstee,ulm,wem,sieben,schalter,heute,gelohnt,bahnhof,heimfahrt,baum,feiert,bahnfahrt,familiescholl,früh
301,ulm,feiertage,verschneit,überrede,heimzufahren,heim,schulkameradinnen,schmuck,vorbereitungen,bekannte,gesichter,münster,heimfahrt,schnee,nein,spaziergang,heimat,lebt,angekommen,schafft
302,bekommt,geschenke,unterm,liegen,weihnachten,wunde,klavierspielen,weihnachtsbräuche,weihnachtsgeschichte,verzeihe,porträts,bibel,ausnahmsweise,tannenbaum,lametta,schmücken,kerzen,bescherung,stillenacht,heiser
